,Date,Ice_Surface_Temperature_Mean,Ice_Surface_Temperature_Melt_NoMelt,Albedo,Water_Vapor_Near_Infrared_Mean,NSwaths_and_Hour_Tracker
75,2011-07-31,205.07796,16.051736388888887,125.96435666666666,1.1591634,52757843.01764084
76,2011-08-01,190.58574,19.20476777777778,122.45068805555556,1.0324808,49543889.906855
77,2011-08-02,186.53316,19.969126805555554,124.76615208333334,1.0637612,61704517.69613278
78,2011-08-03,179.65594,21.498120555555555,125.15566222222222,1.054908,54571364.183209166
79,2011-08-04,188.33931,19.43803958333333,124.46276777777778,1.0091345,65399748.990020834
80,2011-08-05,188.62256,19.444175694444443,124.87108791666667,1.0731771,53148045.684684165
81,2011-08-06,192.76068,18.497724027777778,127.13768930555555,1.1022265,59079937.76629097
82,2011-08-07,196.77823,17.593911527777777,127.57359236111111,1.1240453,56429905.08009986
83,2011-08-08,195.58716,17.672094444444443,125.34980222222222,1.0292487,48835505.238188334
84,2011-08-09,183.58829,20.429601666666667,131.29282027777776,0.9499818,40525668.222788885
85,2011-08-10,157.32304,26.1698575,134.09529083333334,0.8309988,24163432.469775
86,2011-08-11,168.81534,23.11585486111111,134.31622472222222,0.78713167,27568253.23294125
87,2011-08-12,155.25685,26.141767083333335,131.61144430555555,0.7881966,22920238.618668057
88,2011-08-13,179.5305,20.5927475,128.69517402777777,0.8047038,38562935.6416707
89,2011-08-14,171.0837,22.4577425,127.8450775,0.7949707,37733090.50728042
90,2011-08-15,173.616,21.913245833333335,128.60798041666666,0.75670147,36441337.78637222
91,2011-08-16,178.87701,20.686672916666666,123.94506347222222,0.75475484,49264547.21592333
92,2011-08-17,181.81578,20.210764027777778,128.10089,0.73510116,36491957.79715
93,2011-08-18,179.822,20.59409986111111,128.5958248611111,0.75056326,42160157.560696386
94,2011-08-19,164.8384,23.77418638888889,128.96484916666665,0.7441652,32409349.95887778
95,2011-08-20,168.54823,22.740694305555557,131.01546763888888,0.61656857,36926226.29012681
96,2011-08-21,160.39575,24.755253472222222,130.5034009722222,0.72608465,25492951.84393514
97,2011-08-22,171.94757,22.16401541666667,129.16748208333334,0.6964141,36408459.183343194
98,2011-08-23,176.83524,21.04618486111111,127.96803638888889,0.7268827,48899379.815396525
99,2011-08-24,176.61395,21.01045597222222,128.12868833333334,0.6496894,47505632.55010583
100,2011-08-25,162.40501,23.790915694444443,128.48868680555555,0.5916946,47899840.8446125
101,2011-08-26,155.6434,25.543325,131.19098305555556,0.66499686,32087448.512170278
102,2011-08-27,166.69148,23.058430694444443,132.312035,0.72064257,32413674.41093278
103,2011-08-28,161.31357,24.430587916666667,129.2388401388889,0.74939346,33066384.49787861
104,2011-08-29,167.6668,22.945673194444446,131.36813430555554,0.92768645,31635567.47975889
105,2011-08-30,164.33932,23.837145416666665,132.0873,0.797694,22596426.62807111
106,2011-08-31,150.52403,26.646774861111112,134.80594638888888,0.6357877,22091465.55703736
107,2011-09-01,156.84607,25.025873472222223,136.8502373611111,0.57402706,23777261.419435415
108,2011-09-02,157.04211,24.756496527777777,133.08928458333332,0.54936063,28183692.602960277
109,2011-09-03,169.50586,21.912139444444446,130.63978208333333,0.5964751,37162959.82583167
110,2011-09-04,139.59952,28.82081861111111,136.77491402777778,0.52609485,19374087.399846666
111,2011-09-05,160.18292,24.266731805555555,132.5419775,0.56408155,29050723.15523736
112,2011-09-06,165.19186,23.079173055555554,132.9494672222222,0.5225829,31880762.955250833
113,2011-09-07,171.45824,21.363578194444443,127.44171402777778,0.48062488,47185267.60902375
114,2011-09-08,167.49884,22.094570972222222,128.64786083333334,0.45806935,45350145.34425722
115,2011-09-09,159.98915,24.018965277777777,128.43384125,0.45217603,36555786.95119722
116,2011-09-10,164.04997,23.34589763888889,129.11374486111112,0.48148456,39229015.944666386
117,2011-09-11,163.88228,23.38362861111111,127.31845194444445,0.44543937,41925897.22344778
118,2011-09-12,163.6757,23.26675527777778,127.69054194444445,0.44735712,46748466.413525835
119,2011-09-13,163.3689,23.573393055555556,129.61196458333333,0.5027768,33695188.85467222
120,2011-09-14,163.34634,23.434324444444446,132.65573972222222,0.49561906,36913599.43905917
121,2011-09-15,162.94069,23.207492916666666,131.50847083333332,0.48069504,37251739.80741111
122,2011-09-16,174.92279,20.502772083333333,127.24948680555555,0.44614217,44000436.88047972
123,2011-09-17,169.55829,21.71077902777778,129.2396473611111,0.47536606,37251899.17145722
124,2011-09-18,159.77237,23.845914861111112,129.3523375,0.4249543,29584234.18524472
125,2011-09-19,175.49016,20.165070416666666,127.67207180555556,0.43612382,36484428.64845153
126,2011-09-20,183.09537,18.57770875,126.89969416666666,0.44716212,38379565.63458028
127,2011-09-21,183.3411,18.586827777777778,126.98718375,0.39523312,45585769.51146361
128,2011-09-22,171.15442,21.03406111111111,127.56762722222223,0.40775925,37035003.61226625
129,2011-09-23,175.56369,19.984134305555557,128.6389648611111,0.4636065,49157563.864515275
130,2011-09-24,173.06522,20.401967638888888,128.97953,0.336406,45780441.146783195
131,2011-09-25,166.34564,21.999565277777776,127.15889236111111,0.285297,42800778.290493056
132,2011-09-26,180.75882,18.617987361111112,126.74405388888889,0.2273137,55017469.82669819
133,2011-09-27,174.62193,20.111524166666666,128.66520222222223,0.1385272,42521238.59410334
134,2011-09-28,177.88184,19.216711805555555,127.45702333333334,0.021657353,50345990.031277224
135,2011-09-29,179.16054,18.85864388888889,127.17223236111111,-0.113963306,45890947.830516115
136,2011-09-30,182.35388,18.00443277777778,127.5163286111111,-0.3753026,53841436.21756833
137,2011-10-01,165.32469,22.107659305555554,131.88710944444443,-0.4092733,32280861.426958054
138,2011-10-02,150.02983,25.73798763888889,132.8006359722222,-0.66442966,24853918.793273613
139,2011-10-03,149.04973,25.912065555555557,132.45500611111112,-0.9251943,25053148.358898193
140,2011-10-04,143.51538,26.9672625,133.2702627777778,-1.1732682,28111088.421270277
141,2011-10-05,171.9718,19.96346972222222,129.83781805555554,-1.2810133,40026481.71625389
142,2011-10-06,168.1816,21.227841527777777,126.5825975,-1.5089788,38212405.724849164
143,2011-10-07,162.08499,22.64125013888889,127.11663944444444,-1.5626711,40034698.20325917
144,2011-10-08,152.78055,24.65908263888889,128.03371625,-1.7907424,25015057.437551945
145,2011-10-09,156.68071,23.70928097222222,128.0167923611111,-2.1608944,30893079.012988333
146,2011-10-10,153.30171,24.210668055555555,127.57595708333334,-2.087682,33797284.3313875
147,2011-10-11,141.2766,26.87672597222222,127.95673138888888,-2.2242157,25144737.896372776
148,2011-10-12,140.73827,26.911041944444445,128.34004208333334,-2.5603738,29596584.750618473
149,2011-10-13,149.37225,24.95270777777778,130.03103416666667,-2.679205,24077794.864578057
150,2011-10-14,145.30954,26.062068055555557,130.32940055555557,-2.9330175,25578728.512288887
151,2011-10-15,151.89781,24.42092875,130.00710375,-2.7907374,28185623.91251361
152,2011-10-16,164.62096,21.173878333333334,128.44254944444444,-3.0330036,44679314.81448472
153,2011-10-17,162.21089,22.03475736111111,131.57625180555556,-3.4747033,31389706.311245278
154,2011-10-18,147.45592,25.911551805555554,133.64616902777777,-3.9067364,26141500.856171943
155,2011-10-19,116.30352,33.341036805555554,172.89644777777778,-8.118786,16973939.216875277
156,2011-10-20,136.44887,28.268855277777778,139.76060222222222,-3.574612,24735308.71251361
157,2011-10-21,153.31122,23.811252083333333,139.11834777777779,-4.0797834,36441525.785933614
158,2011-10-22,155.93669,23.111173194444444,138.71878527777778,-4.205977,33357588.05669889
159,2011-10-23,150.76506,24.33004097222222,141.17571791666666,-4.327401,37474229.039279446
160,2011-10-24,154.11537,23.99929861111111,145.66570041666665,-4.183344,36337615.940185554
161,2011-10-25,161.65604,21.933373472222222,145.98725583333334,-4.514016,39034573.71909264
162,2011-10-26,140.14091,27.01101611111111,192.59063791666668,-7.401168,27914268.68755222
163,2011-10-27,153.63892,24.41928875,150.46390583333334,-4.7179027,26574265.852161944
164,2011-10-28,149.9403,25.107214444444445,151.16787888888888,-4.718157,35784738.86866028
165,2011-10-29,162.75067,21.78910777777778,152.48854166666666,-4.8700533,40936465.754395835
166,2011-10-30,165.55269,20.78834388888889,154.74829569444444,-5.366412,50112201.202290975
167,2011-10-31,163.51283,21.090127222222222,156.7705215277778,-5.658757,46341521.767286666
168,2011-11-01,174.65361,18.31890013888889,159.121425,-5.53682,59244971.122796945
169,2011-11-02,170.39653,19.345513333333333,161.27215958333332,-5.5387554,55763935.52751139
170,2011-11-03,159.75383,21.936795,163.29324527777777,-5.998579,50066300.530124165
171,2011-11-04,150.5222,24.55248222222222,165.30716208333334,-6.847912,34090170.54196139
172,2011-11-05,140.68935,27.096019305555554,167.56633319444444,-5.9413733,23257106.298722222
173,2011-11-06,175.07901,18.30459736111111,169.63978958333334,-5.943421,43008932.33640736
174,2011-11-07,163.5513,20.514477916666667,170.7678601388889,-6.3395734,43408282.43678222
175,2011-11-08,171.26932,19.02435722222222,173.4556213888889,-7.013784,42975589.76801597
176,2011-11-09,153.42065,23.749705694444444,175.1296013888889,-7.121278,34519436.2416343
177,2011-11-10,147.62662,25.183713333333333,177.45856805555556,-6.4227157,34133571.88553917
178,2011-11-11,173.13655,19.167177083333332,178.19463638888888,-6.6690006,44778571.41075931
179,2011-11-12,163.0918,21.139486805555556,180.59513152777777,-7.482912,41299411.97469583
180,2011-11-13,165.72252,21.10870583333333,182.47693597222224,-7.6719265,36405098.68033014
181,2011-11-14,142.07666,27.39259847222222,182.74710611111112,-6.9284906,22883693.077585
182,2011-11-15,157.52585,23.804059166666665,184.40152472222223,-7.128645,37217433.42311958
183,2011-11-16,162.19333,22.718944861111112,185.88688638888888,-7.8247185,33221375.346659724
184,2011-11-17,163.10815,22.35693402777778,189.69260625,-8.933875,41402178.239285834
185,2011-11-18,152.75554,24.70405722222222,189.29890472222223,-7.280422,36520958.71979125
186,2011-11-19,154.58464,24.105710833333333,191.84384722222222,-7.4995427,40347280.180248335
187,2011-11-20,161.16104,22.672956805555554,192.14520069444444,-8.026722,46413757.62591569
188,2011-11-21,156.83366,23.6383725,192.8931836111111,-8.547196,36420128.364454724
189,2011-11-22,155.74445,23.630178055555554,194.81439125,-7.675995,32415619.853772223
190,2011-11-23,145.061,26.052454444444443,195.65926,-7.8194137,26210699.559107777
191,2011-11-24,146.43579,25.2697125,196.7211761111111,-8.304418,34074400.83179056
192,2011-11-25,136.97662,27.558419166666667,197.28571791666667,-8.441456,25269245.468608055
193,2011-11-26,140.15544,26.59521402777778,198.92740819444444,-8.206947,33807309.17591361
194,2011-11-27,144.73524,25.469515694444443,199.5353188888889,-8.200586,33914667.5480775
195,2011-11-28,143.5305,25.610344861111113,200.75022375,-8.60411,31207390.003465835
196,2011-11-29,156.09554,22.3924675,201.6763926388889,-9.514021,41860249.35498264
197,2011-11-30,152.8323,23.216820277777778,203.5263451388889,-9.578164,38442798.0644725
198,2011-12-01,156.4703,22.228174166666665,204.75441263888888,-8.3909235,42238453.253234446
199,2011-12-02,129.3883,29.022555,204.98091152777778,-8.608831,26980015.103581388
200,2011-12-03,119.32508,31.480969166666668,206.51045583333334,-9.163597,20544376.092113473
201,2011-12-04,114.352425,32.9450875,207.11303361111112,-9.378092,18675945.084705554
202,2011-12-05,112.875114,33.135160972222224,208.3787188888889,-8.722763,18071141.77781125
203,2011-12-06,114.76431,32.752545833333336,207.7633551388889,-8.84918,21286063.299813055
204,2011-12-07,117.98611,31.955076944444443,209.24890027777778,-9.499881,19157842.78991389
205,2011-12-08,146.41328,24.533806388888888,209.1211277777778,-9.999022,35651757.23152236
206,2011-12-09,139.50154,26.437810833333334,210.40471805555555,-8.86023,34764514.976155
207,2011-12-10,125.66264,30.421009027777778,211.19059430555555,-9.290512,25273655.207261946
208,2011-12-11,137.64519,27.49689513888889,211.28568361111112,-9.527406,31108727.545307223
209,2011-12-12,141.46458,26.555236666666666,212.2021327777778,-9.999022,38842103.55440319
210,2011-12-13,156.06625,22.813485,212.09247666666667,-8.954782,49215829.72792139
211,2011-12-14,156.2072,22.640317638888888,212.9912025,-9.050688,33751587.18556611
212,2011-12-15,170.67433,18.55414,212.78086472222222,-9.41329,51959153.3943675
213,2011-12-16,157.50002,22.18933486111111,213.5257626388889,-9.632188,37214798.14020611
214,2011-12-17,148.09259,24.574326111111112,213.54503333333332,-9.346144,45356039.521534026
215,2011-12-18,129.37354,29.763011666666667,213.65925319444443,-9.115813,30190990.04501778
216,2011-12-19,142.44069,26.267265416666667,214.32981097222222,-9.559317,35948696.61545333
217,2011-12-20,153.83958,23.193375694444445,213.41356208333335,-9.999022,31385744.304509304
218,2011-12-21,140.13205,26.449875694444444,214.4318325,-9.131499,30462612.642409723
219,2011-12-22,146.44527,24.95811263888889,213.59992166666666,-9.303542,28092844.056840416
220,2011-12-23,137.43004,27.380144861111113,214.40750291666666,-9.760353,24674504.461640276
221,2011-12-24,134.82327,28.056005833333334,214.21305444444445,-9.999022,26032997.172476526
222,2011-12-25,116.60177,32.64235958333333,213.91423236111112,-9.114018,16693399.722961666
223,2011-12-26,130.36989,28.83056402777778,214.20890083333333,-9.168013,25625146.211495556
224,2011-12-27,132.14659,28.42938402777778,213.31195680555555,-9.5510435,27792553.789057776
225,2011-12-28,131.24478,28.720267777777778,213.31223111111112,-9.999022,35923027.716170974
226,2011-12-29,138.01157,26.845480833333333,212.92522166666666,-9.504554,27515967.60184639
227,2011-12-30,136.73833,26.67709625,212.9063901388889,-9.046552,31613559.55654778
228,2011-12-31,127.65621,29.12062,211.74371694444446,-9.376878,33328805.323944863
229,2012-01-01,128.04166,29.023606944444445,211.63382847222223,-9.544043,27327978.930879444
230,2012-01-02,150.104,23.88792777777778,211.03335930555556,-9.170811,35689365.26957125
231,2012-01-03,150.20174,24.005041527777777,211.05602194444444,-8.932757,29365135.984754443
232,2012-01-04,151.2872,23.891871944444443,210.57018291666665,-9.41454,31040892.721609168
233,2012-01-05,149.34956,24.1960525,209.22904027777778,-9.405805,25833108.3641625
234,2012-01-06,126.275406,30.564884166666666,209.45691986111112,-8.7399,26674009.30618486
235,2012-01-07,152.02336,24.020729583333335,207.95215430555555,-8.945474,43732485.52745111
236,2012-01-08,122.15127,31.723937638888888,207.59982333333335,-9.562627,24544987.43275361
237,2012-01-09,118.16414,32.67304305555555,206.8177134722222,-8.961914,17570751.926088054
238,2012-01-10,140.74614,26.578704305555554,205.69389097222222,-8.557271,28609463.19491472
239,2012-01-11,158.7662,21.825813611111112,205.31076083333335,-8.767346,43626425.69608389
240,2012-01-12,149.38318,24.283789583333334,204.0488672222222,-9.304424,40411306.181554586
241,2012-01-13,143.73384,26.328053055555557,203.13013902777777,-9.999022,32732591.479619443
242,2012-01-14,158.52486,22.37004111111111,201.9269136111111,-8.23541,36552100.423955835
243,2012-01-15,133.64319,28.768562361111112,201.14284444444445,-8.477357,28521266.380790833
244,2012-01-16,151.4695,24.592326944444444,199.700865,-9.03455,34790878.142859586
245,2012-01-17,153.86156,24.089076805555557,198.87114555555556,-9.07299,35844899.341669165
246,2012-01-18,164.06836,21.268073194444444,197.59483666666668,-7.923942,38808847.49376347
247,2012-01-19,169.4642,19.881378194444444,195.83788180555555,-8.216586,38270385.0037
248,2012-01-20,161.89261,22.014305,194.99661722222223,-8.630252,31634135.300015554
249,2012-01-21,154.68233,23.137165,192.78546694444444,-7.6010933,32768752.548921805
250,2012-01-22,157.57954,22.050042916666666,192.80155763888888,-7.6089377,40680089.80580167
251,2012-01-23,158.10834,22.155281944444443,191.79200416666666,-7.9577255,52017141.81722764
252,2012-01-24,168.31021,19.417103611111113,188.726825,-8.004056,43237360.90737833
253,2012-01-25,179.90877,16.215369444444445,187.51063555555555,-7.215589,46961482.25671209
254,2012-01-26,161.15347,20.744062222222222,186.1471576388889,-7.2919545,48147544.13559611
255,2012-01-27,175.50848,17.61294513888889,184.97813986111112,-7.8219934,57103270.74544694
256,2012-01-28,162.93765,20.946193055555554,182.3477626388889,-7.335033,43977728.28021861
257,2012-01-29,168.08112,19.749922083333335,180.10627041666666,-6.8188863,43842329.08663736
258,2012-01-30,186.15602,15.13802986111111,178.3582248611111,-7.0049233,55401092.770440556
259,2012-01-31,166.41438,19.776891805555554,180.16464625,-6.8880577,53073920.585598886
260,2012-02-01,172.18712,18.425141805555555,224.88021041666667,-9.999022,48773725.19516389
261,2012-02-02,165.90419,20.30992625,177.39535430555554,-6.462273,44797134.87313
262,2012-02-03,161.04095,21.76131638888889,173.68994291666667,-6.7037435,35539939.63290805
263,2012-02-04,158.6444,22.509663194444446,170.33616486111111,-6.325096,30146088.388716668
264,2012-02-05,168.95697,19.72458236111111,171.72243333333333,-6.0660295,41036390.04708986
265,2012-02-06,154.66052,23.835292222222222,169.64385388888888,-5.9639454,35371537.66632514
266,2012-02-07,159.0552,22.85754902777778,166.80963847222222,-6.262122,34664654.96978528
267,2012-02-08,170.89543,19.632382222222223,162.8893838888889,-5.7422185,45792667.76703569
268,2012-02-09,171.45775,19.29752361111111,160.18272694444445,-5.455192,33524817.8501175
269,2012-02-10,158.17336,22.743859861111112,158.53289583333333,-5.4191446,27635080.659799166
270,2012-02-11,137.56293,27.379434166666666,158.20765125,-5.7844224,22150429.996541113
271,2012-02-12,141.45547,26.39641027777778,159.01150125,-5.2238073,29922872.026204444
272,2012-02-13,145.94296,24.97567972222222,155.53379972222223,-4.8976655,34733718.29629375
273,2012-02-14,165.80927,20.45991986111111,153.63617958333333,-4.8645015,49541618.11027333
274,2012-02-15,170.48395,19.315638472222222,148.6544213888889,-5.181418,40324299.15211111
275,2012-02-16,167.71849,19.653683055555554,145.95217680555555,-4.498929,38472859.424492225
276,2012-02-17,147.26886,25.22121222222222,142.80237194444445,-4.3073635,25820516.51186611
277,2012-02-18,141.25262,26.572243055555557,143.00562166666666,-4.41149,23533729.420087222
278,2012-02-19,175.83513,17.610872222222223,138.87666791666666,-4.4875903,45674303.91947847
279,2012-02-20,174.93893,17.44161,135.78614958333333,-3.9027073,38654467.96602889
280,2012-02-21,173.70361,17.68600375,134.28521125,-3.7558544,44510930.214370556
281,2012-02-22,176.10524,17.254749027777777,133.10236138888888,-3.781587,43753313.41578347
282,2012-02-23,157.07341,21.93191277777778,150.04161347222222,-5.725777,33729285.269960135
283,2012-02-24,183.64864,15.296748472222221,130.85182583333332,-3.2852633,46389386.55430042
284,2012-02-25,170.642,18.31898222222222,129.73921041666668,-3.2774858,38423888.2527825
285,2012-02-26,181.50653,15.121521666666666,128.82793527777778,-3.1772168,54162051.94107708
286,2012-02-27,172.70712,17.47767027777778,129.0064575,-3.2117262,39901473.31522167
287,2012-02-28,165.64821,19.626877222222223,129.64988444444444,-2.688411,35182498.477236524
288,2012-02-29,166.94046,19.402969166666665,128.40667569444443,-2.7340136,30029753.50653833
289,2012-03-01,183.2,14.85432638888889,127.11436916666666,-2.5394788,48676724.49807347
290,2012-03-02,182.94382,15.091350972222223,128.30988875,-2.1895921,51097597.91908681
291,2012-03-03,175.83264,17.488293194444445,130.98243638888889,-2.0435832,39430985.30707889
292,2012-03-04,182.1049,15.766722083333333,128.30756472222222,-2.1291041,44033383.81796931
293,2012-03-05,169.15466,19.19749527777778,129.149865,-1.8546121,31205975.867053054
294,2012-03-06,176.93446,17.160814583333334,129.62479902777778,-1.5458853,37712213.68094431
295,2012-03-07,161.68219,21.30935486111111,132.96694555555555,-1.4031221,24271352.59101611
296,2012-03-08,182.5918,16.276650694444445,127.12808111111111,-1.1829314,33747440.8678675
297,2012-03-09,195.06815,12.877381805555556,125.59290458333334,-1.1245626,46302452.99953319
298,2012-03-10,190.75595,13.841969166666667,126.29538944444444,-0.81536376,42670575.425731525
299,2012-03-11,175.70328,17.642627222222224,126.84725625,-0.74530244,30974169.35253625
300,2012-03-12,183.87491,14.993087916666667,125.83863722222222,-0.5316956,38515431.12818583
301,2012-03-13,181.84047,15.54220861111111,127.50810277777778,-0.455669,51125138.81506375
302,2012-03-14,187.51462,14.454361944444445,126.639215,-0.17385274,45180778.04688945
303,2012-03-15,192.52711,13.06669138888889,125.41814777777778,-0.13343525,54433297.964426525
304,2012-03-16,184.21025,15.483599444444444,127.70254958333334,0.021276701,42172732.810048476
305,2012-03-17,172.86868,18.840888055555556,128.30624902777777,0.16377719,47245081.653476946
306,2012-03-18,174.78688,18.45563277777778,127.28578138888889,0.22099718,48545712.58590236
307,2012-03-19,185.39912,15.813579444444445,126.06232319444445,0.20452297,46769578.50997361
308,2012-03-20,184.59479,16.138260555555554,127.44920444444445,0.24741906,54549603.970528886
309,2012-03-21,185.89421,16.142509722222222,126.51872388888889,0.27644432,47833588.225656666
310,2012-03-22,194.06514,13.897847361111111,125.359195,0.30074537,49413265.707602225
311,2012-03-23,180.24197,17.37509986111111,128.48778194444444,0.38152257,37820845.96416944
312,2012-03-24,187.94958,16.146599583333334,130.25218166666667,0.38619506,51573346.94355305
313,2012-03-25,187.68562,16.335765972222223,128.64248194444446,0.45119384,42688490.98564806
314,2012-03-26,182.77463,17.3641875,127.60309666666667,0.4515987,46555065.06672944
315,2012-03-27,189.44986,15.524450555555555,128.12978347222221,0.38079453,53611808.20583264
316,2012-03-28,194.75746,13.871414166666666,124.55038194444444,0.4243941,46637396.82496444
